Asiento;SubCta;Subcuenta;Fecha;Concepto;Debe;Haber;Doc.
1;2120000;Subcuenta  2120000;01/01/2017;Apertura;13.256,40;0;
1;2150024;Subcuenta  2150024;01/01/2017;Apertura;105.349,95;0;
1;2150018;Subcuenta  2150018;01/01/2017;Apertura;12.046,76;0;
1;2150104;Subcuenta  2150104;01/01/2017;Apertura;39.622,88;0;
1;2150114;Subcuenta  2150114;01/01/2017;Apertura;1.010,16;0;
1;2150115;Subcuenta  2150115;01/01/2017;Apertura;21.735,02;0;
1;2150003;Subcuenta  2150003;01/01/2017;Apertura;9.995,80;0;
1;2150006;Subcuenta  2150006;01/01/2017;Apertura;2.191,19;0;
1;2150000;Subcuenta  2150000;01/01/2017;Apertura;12.623,16;0;
1;1000000;Subcuenta  1000000;01/01/2017;Apertura;0;3.000,00;
1;1120000;Subcuenta  1120000;01/01/2017;Apertura;0;600;
1;1130001;Subcuenta  1130001;01/01/2017;Apertura;8.900,95;0;
1;1130000;Subcuenta  1130000;01/01/2017;Apertura;0;86.267,96;
1;1290000;Subcuenta  1290000;01/01/2017;Apertura;0;27.979,17;
1;1700105;Subcuenta  1700105;01/01/2017;Apertura;0;0;
1;1740004;Subcuenta  1740004;01/01/2017;Apertura;0;0;
1;1740003;Subcuenta  1740003;01/01/2017;Apertura;0;0;
1;1740005;Subcuenta  1740005;01/01/2017;Apertura;0;0;
1;1740002;Subcuenta  1740002;01/01/2017;Apertura;0;130.654,96;
1;5700003;Subcuenta  5700003;01/01/2017;Apertura;1.941,73;0;
1;5700005;Subcuenta  5700005;01/01/2017;Apertura;2.462,61;0;
1;5700006;Subcuenta  5700006;01/01/2017;Apertura;2.126,93;0;
1;5700104;Subcuenta  5700104;01/01/2017;Apertura;3.178,30;0;
1;5700016;Subcuenta  5700016;01/01/2017;Apertura;3.157,46;0;
1;5700018;Subcuenta  5700018;01/01/2017;Apertura;2.465,17;0;
1;5700024;Subcuenta  5700024;01/01/2017;Apertura;4.439,30;0;
1;5700031;Subcuenta  5700031;01/01/2017;Apertura;2.382,63;0;
1;5700120;Subcuenta  5700120;01/01/2017;Apertura;2.219,18;0;
1;5700122;Subcuenta  5700122;01/01/2017;Apertura;1.283,05;0;
1;5700114;Subcuenta  5700114;01/01/2017;Apertura;1.352,45;0;
1;5700115;Subcuenta  5700115;01/01/2017;Apertura;1.499,65;0;
1;5700125;Subcuenta  5700125;01/01/2017;Apertura;4.077,47;0;
1;5700000;Subcuenta  5700000;01/01/2017;Apertura;112,69;0;
1;5720201;Subcuenta  5720201;01/01/2017;Apertura;0;0;
1;5720101;Subcuenta  5720101;01/01/2017;Apertura;260,03;0;
1;2150120;Subcuenta  2150120;01/01/2017;Apertura;86.222,69;0;
1;2150122;Subcuenta  2150122;01/01/2017;Apertura;134.359,70;0;
1;2150125;Subcuenta  2150125;01/01/2017;Apertura;36.046,80;0;
1;2152000;Subcuenta  2152000;01/01/2017;Apertura;9.997,03;0;
1;2160003;Subcuenta  2160003;01/01/2017;Apertura;1.595,00;0;
1;2160024;Subcuenta  2160024;01/01/2017;Apertura;10.136,30;0;
1;2160006;Subcuenta  2160006;01/01/2017;Apertura;1.595,00;0;
1;2160016;Subcuenta  2160016;01/01/2017;Apertura;1.595,00;0;
1;2160018;Subcuenta  2160018;01/01/2017;Apertura;1.595,00;0;
1;2160104;Subcuenta  2160104;01/01/2017;Apertura;1.595,00;0;
1;2160115;Subcuenta  2160115;01/01/2017;Apertura;1.595,00;0;
1;2160120;Subcuenta  2160120;01/01/2017;Apertura;27.929,63;0;
1;2160122;Subcuenta  2160122;01/01/2017;Apertura;62.259,45;0;
1;2160125;Subcuenta  2160125;01/01/2017;Apertura;3.938,74;0;
1;2812000;Subcuenta  2812000;01/01/2017;Apertura;0;2.651,28;
1;2815120;Subcuenta  2815120;01/01/2017;Apertura;0;1.812,58;
1;2815122;Subcuenta  2815122;01/01/2017;Apertura;0;580,59;
1;2815114;Subcuenta  2815114;01/01/2017;Apertura;0;88,84;
1;2815115;Subcuenta  2815115;01/01/2017;Apertura;0;2.213,70;
1;2815018;Subcuenta  2815018;01/01/2017;Apertura;0;1.806,51;
1;2815104;Subcuenta  2815104;01/01/2017;Apertura;0;7.400,91;
1;2815000;Subcuenta  2815000;01/01/2017;Apertura;0;71.307,99;
1;2816120;Subcuenta  2816120;01/01/2017;Apertura;0;74.173,16;
1;5510000;Subcuenta  5510000;01/01/2017;Apertura;30;0;
1;2600015;Subcuenta  2600015;01/01/2017;Apertura;16.000,00;0;
1;2600018;Subcuenta  2600018;01/01/2017;Apertura;5.600,00;0;
1;2600104;Subcuenta  2600104;01/01/2017;Apertura;30.000,00;0;
1;2600114;Subcuenta  2600114;01/01/2017;Apertura;8.450,00;0;
1;2600115;Subcuenta  2600115;01/01/2017;Apertura;15.990,00;0;
1;2600120;Subcuenta  2600120;01/01/2017;Apertura;11.000,00;0;
1;2600122;Subcuenta  2600122;01/01/2017;Apertura;20.000,00;0;
1;2600000;Subcuenta  2600000;01/01/2017;Apertura;1.168,63;0;
1;4300031;Subcuenta  4300031;01/01/2017;Apertura;0;0;
1;4300024;Subcuenta  4300024;01/01/2017;Apertura;0;0;
1;4300006;Subcuenta  4300006;01/01/2017;Apertura;0;0;
1;4300016;Subcuenta  4300016;01/01/2017;Apertura;0;0;
1;4300018;Subcuenta  4300018;01/01/2017;Apertura;0;0;
1;4300003;Subcuenta  4300003;01/01/2017;Apertura;0;0;
1;4300005;Subcuenta  4300005;01/01/2017;Apertura;0;0;
1;4300104;Subcuenta  4300104;01/01/2017;Apertura;53,16;0;
1;4300114;Subcuenta  4300114;01/01/2017;Apertura;0;0;
1;4300115;Subcuenta  4300115;01/01/2017;Apertura;0;0;
1;4300120;Subcuenta  4300120;01/01/2017;Apertura;0;0;
1;4300122;Subcuenta  4300122;01/01/2017;Apertura;0;0;
1;4300125;Subcuenta  4300125;01/01/2017;Apertura;0;0;
1;4400013;Subcuenta  4400013;01/01/2017;Apertura;0;307,77;
1;4400057;Subcuenta  4400057;01/01/2017;Apertura;0;0;
1;4400054;Subcuenta  4400054;01/01/2017;Apertura;136,45;0;
1;4400001;Subcuenta  4400001;01/01/2017;Apertura;563,88;0;
1;5290002;Subcuenta  5290002;01/01/2017;Apertura;217,87;0;
1;5200009;Subcuenta  5200009;01/01/2017;Apertura;0;0;
1;5200006;Subcuenta  5200006;01/01/2017;Apertura;0;0;
1;5200007;Subcuenta  5200007;01/01/2017;Apertura;0;0;
1;5200005;Subcuenta  5200005;01/01/2017;Apertura;0;0;
1;5200010;Subcuenta  5200010;01/01/2017;Apertura;0;1.810,02;
1;5200011;Subcuenta  5200011;01/01/2017;Apertura;0;250.000,00;
1;5200105;Subcuenta  5200105;01/01/2017;Apertura;0;7.414,38;
1;5240004;Subcuenta  5240004;01/01/2017;Apertura;0;44.122,88;
1;5240003;Subcuenta  5240003;01/01/2017;Apertura;0;42.634,72;
1;5240005;Subcuenta  5240005;01/01/2017;Apertura;0;63.172,57;
1;5240002;Subcuenta  5240002;01/01/2017;Apertura;0;35.500,26;
1;5240001;Subcuenta  5240001;01/01/2017;Apertura;130.654,96;0;
1;5559002;Subcuenta  5559002;01/01/2017;Apertura;0;0;
1;5559001;Subcuenta  5559001;01/01/2017;Apertura;539,56;0;
1;5551010;Subcuenta  5551010;01/01/2017;Apertura;0;0;
1;5551040;Subcuenta  5551040;01/01/2017;Apertura;0;0;
1;5551050;Subcuenta  5551050;01/01/2017;Apertura;0;0;
1;5550000;Subcuenta  5550000;01/01/2017;Apertura;0;0,96;
1;4009000;Subcuenta  4009000;01/01/2017;Apertura;0;0,07;
1;4070099;Subcuenta  4070099;01/01/2017;Apertura;183.357,27;0;
1;4070040;Subcuenta  4070040;01/01/2017;Apertura;811,63;0;
1;4100093;Subcuenta  4100093;01/01/2017;Apertura;0;0;
1;4100067;Subcuenta  4100067;01/01/2017;Apertura;0;0;
1;4100121;Subcuenta  4100121;01/01/2017;Apertura;0;4.742,22;
1;4100107;Subcuenta  4100107;01/01/2017;Apertura;0;0;
1;4100025;Subcuenta  4100025;01/01/2017;Apertura;0;0;
1;4105062;Subcuenta  4105062;01/01/2017;Apertura;54.327,14;0;
1;4100124;Subcuenta  4100124;01/01/2017;Apertura;0;0;
1;4100105;Subcuenta  4100105;01/01/2017;Apertura;0;0;
1;4100018;Subcuenta  4100018;01/01/2017;Apertura;0;0;
1;4100040;Subcuenta  4100040;01/01/2017;Apertura;0;0;
1;4100115;Subcuenta  4100115;01/01/2017;Apertura;0;0;
1;4100120;Subcuenta  4100120;01/01/2017;Apertura;0;0;
1;4100057;Subcuenta  4100057;01/01/2017;Apertura;0;0;
1;4100038;Subcuenta  4100038;01/01/2017;Apertura;0;0;
1;4100114;Subcuenta  4100114;01/01/2017;Apertura;0;0;
1;4100130;Subcuenta  4100130;01/01/2017;Apertura;0;0;
1;4100024;Subcuenta  4100024;01/01/2017;Apertura;0;0;
1;4105127;Subcuenta  4105127;01/01/2017;Apertura;35,57;0;
1;4100090;Subcuenta  4100090;01/01/2017;Apertura;0;0;
1;4100037;Subcuenta  4100037;01/01/2017;Apertura;0;0;
1;4105097;Subcuenta  4105097;01/01/2017;Apertura;37.025,29;0;
1;4100072;Subcuenta  4100072;01/01/2017;Apertura;0;0;
1;4100033;Subcuenta  4100033;01/01/2017;Apertura;0;56,72;
1;4100078;Subcuenta  4100078;01/01/2017;Apertura;0;385,74;
1;4100050;Subcuenta  4100050;01/01/2017;Apertura;0;3.630,00;
1;4100049;Subcuenta  4100049;01/01/2017;Apertura;0;154,85;
1;4100020;Subcuenta  4100020;01/01/2017;Apertura;0;0;
1;4100074;Subcuenta  4100074;01/01/2017;Apertura;0;0;
1;4100134;Subcuenta  4100134;01/01/2017;Apertura;0;0;
1;4100098;Subcuenta  4100098;01/01/2017;Apertura;0;0;
1;4100088;Subcuenta  4100088;01/01/2017;Apertura;0;650,13;
1;4100125;Subcuenta  4100125;01/01/2017;Apertura;0;0;
1;4100044;Subcuenta  4100044;01/01/2017;Apertura;0;0;
1;4100032;Subcuenta  4100032;01/01/2017;Apertura;0;549,68;
1;4100026;Subcuenta  4100026;01/01/2017;Apertura;0;0;
1;4100118;Subcuenta  4100118;01/01/2017;Apertura;0;0;
1;4100123;Subcuenta  4100123;01/01/2017;Apertura;0;0;
1;4100128;Subcuenta  4100128;01/01/2017;Apertura;0;0;
1;4100065;Subcuenta  4100065;01/01/2017;Apertura;0;21,7;
1;4100083;Subcuenta  4100083;01/01/2017;Apertura;0;0;
1;4100046;Subcuenta  4100046;01/01/2017;Apertura;0;0;
1;4100030;Subcuenta  4100030;01/01/2017;Apertura;0;0;
1;4100059;Subcuenta  4100059;01/01/2017;Apertura;0;364,09;
1;4100129;Subcuenta  4100129;01/01/2017;Apertura;0;0;
1;4100119;Subcuenta  4100119;01/01/2017;Apertura;0;0;
1;4100131;Subcuenta  4100131;01/01/2017;Apertura;0;0;
1;4100061;Subcuenta  4100061;01/01/2017;Apertura;0;0;
1;4100132;Subcuenta  4100132;01/01/2017;Apertura;0;0;
1;4100133;Subcuenta  4100133;01/01/2017;Apertura;0;0;
1;4100006;Subcuenta  4100006;01/01/2017;Apertura;0;0;
1;4100136;Subcuenta  4100136;01/01/2017;Apertura;7.500,00;0;
1;4100109;Subcuenta  4100109;01/01/2017;Apertura;0;0;
1;4100085;Subcuenta  4100085;01/01/2017;Apertura;0;24,42;
1;4100999;Subcuenta  4100999;01/01/2017;Apertura;62,56;0;
1;4109001;Subcuenta  4109001;01/01/2017;Apertura;277,69;0;
1;4100073;Subcuenta  4100073;01/01/2017;Apertura;0;0;
1;4100116;Subcuenta  4100116;01/01/2017;Apertura;0;0;
1;4100087;Subcuenta  4100087;01/01/2017;Apertura;0;0;
1;4110401;Subcuenta  4110401;01/01/2017;Apertura;0;156.313,77;
1;4110101;Subcuenta  4110101;01/01/2017;Apertura;0;72.596,44;
1;4110501;Subcuenta  4110501;01/01/2017;Apertura;0;3.032,18;
1;4130031;Subcuenta  4130031;01/01/2017;Apertura;0;0;
1;4170009;Subcuenta  4170009;01/01/2017;Apertura;0;0;
1;4170001;Subcuenta  4170001;01/01/2017;Apertura;0;0;
1;438001;Subcuenta  438001;01/01/2017;Apertura;0;4.650,74;
1;4650000;Subcuenta  4650000;01/01/2017;Apertura;0;32.915,87;
1;4720000;Subcuenta  4720000;01/01/2017;Apertura;0;0;
1;4759000;Subcuenta  4759000;01/01/2017;Apertura;0;445,7;
1;4760000;Subcuenta  4760000;01/01/2017;Apertura;0;17.330,20;
1;4760009;Subcuenta  4760009;01/01/2017;Apertura;0;4.087,56;
1;4770000;Subcuenta  4770000;01/01/2017;Apertura;0;0;
1;4750000;Subcuenta  4750000;01/01/2017;Apertura;0;0;
1;4751000;Subcuenta  4751000;01/01/2017;Apertura;0;2.681,07;
1;4751001;Subcuenta  4751001;01/01/2017;Apertura;0;0;
1;4751002;Subcuenta  4751002;01/01/2017;Apertura;0;3.432,00;
1;4752000;Subcuenta  4752000;01/01/2017;Apertura;0;45.776,57;
1;4758000;Subcuenta  4758000;01/01/2017;Apertura;0;0;
1;4850006;Subcuenta  4850006;01/01/2017;Apertura;0;34.516,32;
1;4850004;Subcuenta  4850004;01/01/2017;Apertura;2.000,00;0;
1;4030006;Subcuenta  4030006;01/01/2017;Apertura;0;435.704,89;
1;4030013;Subcuenta  4030013;01/01/2017;Apertura;0;13.945,25;
1;4030012;Subcuenta  4030012;01/01/2017;Apertura;0;0;
1;4030007;Subcuenta  4030007;01/01/2017;Apertura;0;0;
1;4030010;Subcuenta  4030010;01/01/2017;Apertura;0;0;
1;4030008;Subcuenta  4030008;01/01/2017;Apertura;0;0;
1;4030014;Subcuenta  4030014;01/01/2017;Apertura;0;998,44;
1;4030005;Subcuenta  4030005;01/01/2017;Apertura;0;207.273,33;
1;4030004;Subcuenta  4030004;01/01/2017;Apertura;0;83.003,77;
1;4030001;Subcuenta  4030001;01/01/2017;Apertura;0;0;
1;4030003;Subcuenta  4030003;01/01/2017;Apertura;0;0;
1;4030002;Subcuenta  4030002;01/01/2017;Apertura;0;0;
1;4330013;Subcuenta  4330013;01/01/2017;Apertura;0;0;
1;4330010;Subcuenta  4330010;01/01/2017;Apertura;0;0;
1;4330006;Subcuenta  4330006;01/01/2017;Apertura;0;0;
1;4330014;Subcuenta  4330014;01/01/2017;Apertura;0;0;
1;4330005;Subcuenta  4330005;01/01/2017;Apertura;0;0;
1;4330004;Subcuenta  4330004;01/01/2017;Apertura;0;0;
1;4339001;Subcuenta  4339001;01/01/2017;Apertura;0;0;
1;4330001;Subcuenta  4330001;01/01/2017;Apertura;840.758,71;0;
1;4330003;Subcuenta  4330003;01/01/2017;Apertura;0;0;
1;5524007;Subcuenta  5524007;01/01/2017;Apertura;0;59.098,77;
1;5721201;Subcuenta  5721201;01/01/2017;Apertura;0;0;
1;5720601;Subcuenta  5720601;01/01/2017;Apertura;0;0;
1;5721401;Subcuenta  5721401;01/01/2017;Apertura;214,13;0;
1;5721801;Subcuenta  5721801;01/01/2017;Apertura;3.611,95;0;
1;5720301;Subcuenta  5720301;01/01/2017;Apertura;50;0;
1;5720501;Subcuenta  5720501;01/01/2017;Apertura;0;0;
1;5721701;Subcuenta  5721701;01/01/2017;Apertura;5,16;0;
1;5721901;Subcuenta  5721901;01/01/2017;Apertura;60,89;0;
1;5729120;Subcuenta  5729120;01/01/2017;Apertura;4.698,29;0;
1;5729122;Subcuenta  5729122;01/01/2017;Apertura;3.892,92;0;
1;5729900;Subcuenta  5729900;01/01/2017;Apertura;0;1.481,15;
1;5729003;Subcuenta  5729003;01/01/2017;Apertura;2.982,73;0;
1;5729005;Subcuenta  5729005;01/01/2017;Apertura;2.023,55;0;
1;5729006;Subcuenta  5729006;01/01/2017;Apertura;2.853,19;0;
1;5729016;Subcuenta  5729016;01/01/2017;Apertura;2.516,80;0;
1;5729018;Subcuenta  5729018;01/01/2017;Apertura;1.370,35;0;
1;5729024;Subcuenta  5729024;01/01/2017;Apertura;3.875,78;0;
1;5729031;Subcuenta  5729031;01/01/2017;Apertura;1.163,79;0;
1;5729104;Subcuenta  5729104;01/01/2017;Apertura;2.667,55;0;
1;5729114;Subcuenta  5729114;01/01/2017;Apertura;2.390,19;0;
1;5729115;Subcuenta  5729115;01/01/2017;Apertura;1.781,80;0;
1;5729125;Subcuenta  5729125;01/01/2017;Apertura;2.326,65;0;
1;5728001;Subcuenta  5728001;01/01/2017;Apertura;0;0;
1;5722101;Subcuenta  5722101;01/01/2017;Apertura;167,5;0;
27636;5700003;Subcuenta  5700003;01/01/2017;Concepto Asiento  27636;0;1.821,73;
27636;5700005;Subcuenta  5700005;01/01/2017;Concepto Asiento  27636;0;2.342,61;
27636;5700006;Subcuenta  5700006;01/01/2017;Concepto Asiento  27636;0;2.006,93;
27636;5700104;Subcuenta  5700104;01/01/2017;Concepto Asiento  27636;0;3.058,30;
27636;5700016;Subcuenta  5700016;01/01/2017;Concepto Asiento  27636;0;3.037,46;
27636;5700018;Subcuenta  5700018;01/01/2017;Concepto Asiento  27636;0;2.345,17;
27636;5700024;Subcuenta  5700024;01/01/2017;Concepto Asiento  27636;0;4.319,30;
27636;5700031;Subcuenta  5700031;01/01/2017;Concepto Asiento  27636;0;2.262,63;
27636;5700120;Subcuenta  5700120;01/01/2017;Concepto Asiento  27636;0;2.099,18;
27636;5700122;Subcuenta  5700122;01/01/2017;Concepto Asiento  27636;0;1.163,05;
27636;5700114;Subcuenta  5700114;01/01/2017;Concepto Asiento  27636;0;1.232,45;
27636;5700115;Subcuenta  5700115;01/01/2017;Concepto Asiento  27636;0;1.379,65;
27636;5700125;Subcuenta  5700125;01/01/2017;Concepto Asiento  27636;0;3.957,47;
27636;5721201;Subcuenta  5721201;01/01/2017;Concepto Asiento  27636;2.006,93;0;
27636;5720601;Subcuenta  5720601;01/01/2017;Concepto Asiento  27636;1.379,65;0;
27636;5720601;Subcuenta  5720601;01/01/2017;Concepto Asiento  27636;2.262,63;0;
27636;5720601;Subcuenta  5720601;01/01/2017;Concepto Asiento  27636;2.345,17;0;
27636;5720601;Subcuenta  5720601;01/01/2017;Concepto Asiento  27636;3.037,46;0;
27636;5720101;Subcuenta  5720101;01/01/2017;Concepto Asiento  27636;1.163,05;0;
27636;5720101;Subcuenta  5720101;01/01/2017;Concepto Asiento  27636;2.099,18;0;
27636;5721401;Subcuenta  5721401;01/01/2017;Concepto Asiento  27636;3.957,47;0;
27636;5720301;Subcuenta  5720301;01/01/2017;Concepto Asiento  27636;4.319,30;0;
27636;5720501;Subcuenta  5720501;01/01/2017;Concepto Asiento  27636;2.342,61;0;
27636;5720501;Subcuenta  5720501;01/01/2017;Concepto Asiento  27636;3.058,30;0;
27636;5721901;Subcuenta  5721901;01/01/2017;Concepto Asiento  27636;1.232,45;0;
27636;5721901;Subcuenta  5721901;01/01/2017;Concepto Asiento  27636;1.821,73;0;
28753;4100999;Subcuenta  4100999;01/01/2017;Concepto Asiento  28753;0;42,13;
28753;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28753;7,31;0;
28753;6230000;Subcuenta  6230000;01/01/2017;Concepto Asiento  28753;34,82;0;
28754;4100130;Subcuenta  4100130;01/01/2017;Concepto Asiento  28754;0;1.699,66;
28754;4109001;Subcuenta  4109001;01/01/2017;Concepto Asiento  28754;1.404,68;0;
28754;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28754;294,98;0;
28755;4100131;Subcuenta  4100131;01/01/2017;Concepto Asiento  28755;0;1.200,00;
28755;6250000;Subcuenta  6250000;01/01/2017;Concepto Asiento  28755;1.200,00;0;
28756;4100121;Subcuenta  4100121;01/01/2017;Concepto Asiento  28756;0;3.599,30;
28756;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28756;213,12;0;
28756;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28756;411,55;0;
28756;6210001;Subcuenta  6210001;01/01/2017;Concepto Asiento  28756;1.014,88;0;
28756;6210000;Subcuenta  6210000;01/01/2017;Concepto Asiento  28756;1.959,75;0;
28757;4100065;Subcuenta  4100065;01/01/2017;Concepto Asiento  28757;0;6.668,32;
28757;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28757;1.157,31;0;
28757;6210000;Subcuenta  6210000;01/01/2017;Concepto Asiento  28757;5.511,01;0;
28758;4100120;Subcuenta  4100120;01/01/2017;Concepto Asiento  28758;0;3.630,00;
28758;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28758;630;0;
28758;6210000;Subcuenta  6210000;01/01/2017;Concepto Asiento  28758;3.000,00;0;
28759;4100087;Subcuenta  4100087;01/01/2017;Concepto Asiento  28759;0;10.200,00;
28759;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28759;2.100,00;0;
28759;4751002;Subcuenta  4751002;01/01/2017;Concepto Asiento  28759;0;1.900,00;
28759;6210000;Subcuenta  6210000;01/01/2017;Concepto Asiento  28759;10.000,00;0;
28849;4100115;Subcuenta  4100115;01/01/2017;Concepto Asiento  28849;0;5.100,00;
28849;4720000;Subcuenta  4720000;01/01/2017;Concepto Asiento  28849;1.050,00;0;
28849;4751002;Subcuenta  4751002;01/01/2017;Concepto Asiento  28849;0;950;
28849;6210000;Subcuenta  6210000;01/01/2017;Concepto Asiento  28849;5.000,00;0;
28925;5720201;Subcuenta  5720201;01/01/2017;Concepto Asiento  28925;0;12;
28925;6260002;Subcuenta  6260002;01/01/2017;Concepto Asiento  28925;12;0;
28951;7690009;Subcuenta  7690009;01/01/2017;Concepto Asiento  28951;0;1,44;
28951;5720501;Subcuenta  5720501;01/01/2017;Concepto Asiento  28951;1,44;0;
28956;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28956;253,02;0;
28956;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28956;306,18;0;
28956;4300104;Subcuenta  4300104;01/01/2017;Concepto Asiento  28956;0;612,36;
28956;4770000;Subcuenta  4770000;01/01/2017;Concepto Asiento  28956;53,16;0;
28957;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28957;0;253,02;
28957;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28957;0;306,18;
28957;4300104;Subcuenta  4300104;01/01/2017;Concepto Asiento  28957;612,36;0;
28957;4770000;Subcuenta  4770000;01/01/2017;Concepto Asiento  28957;0;53,16;
28958;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28958;253,02;0;
28958;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28958;0;306,18;
28958;4770000;Subcuenta  4770000;01/01/2017;Concepto Asiento  28958;53,16;0;
28959;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28959;306,18;0;
28959;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28959;0;253,02;
28959;4770000;Subcuenta  4770000;01/01/2017;Concepto Asiento  28959;0;53,16;
28960;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28960;306,18;0;
28960;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28960;0;253,02;
28960;4770000;Subcuenta  4770000;01/01/2017;Concepto Asiento  28960;0;53,16;
28961;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28961;253,02;0;
28961;7000000;Subcuenta  7000000;01/01/2017;Concepto Asiento  28961;0;253,02;
28961;4300104;Subcuenta  4300104;01/01/2017;Concepto Asiento  28961;0;53,16;
28961;4770000;Subcuenta  4770000;01/01/2017;Concepto Asiento  28961;53,16;0;
32561;5240001;Subcuenta  5240001;01/01/2017;Concepto Asiento  32561;0;130.654,96;
32561;1740001;Subcuenta  1740001;01/01/2017;Concepto Asiento  32561;130.654,96;0;
32565;4109001;Subcuenta  4109001;01/01/2017;Concepto Asiento  32565;1.212,83;0;
32565;4109001;Subcuenta  4109001;01/01/2017;Concepto Asiento  32565;1.920,32;0;
32565;4109001;Subcuenta  4109001;01/01/2017;Concepto Asiento  32565;2.021,39;0;
32565;6430999;Subcuenta  6430999;01/01/2017;Concepto Asiento  32565;0;1.212,83;
32565;6430999;Subcuenta  6430999;01/01/2017;Concepto Asiento  32565;0;1.920,32;
32565;6430999;Subcuenta  6430999;01/01/2017;Concepto Asiento  32565;0;2.021,39;
27903;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27903;344,25;0;
27903;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27903;0;344,25;
27904;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27904;254,24;0;
27904;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27904;0;254,24;
27905;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27905;109,8;0;
27905;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27905;0;109,8;
27906;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27906;358,13;0;
27906;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27906;0;358,13;
27907;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27907;90,39;0;
27907;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27907;0;90,39;
27908;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27908;344,25;0;
27908;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27908;0;344,25;
27909;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27909;344,25;0;
27909;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27909;0;344,25;
27910;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27910;365,49;0;
27910;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27910;0;365,49;
27911;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27911;0;344,25;
27911;4109001;Subcuenta  4109001;02/01/2017;Concepto Asiento  27911;344,25;0;
27912;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27912;1.740,44;0;
27912;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27912;0;1.740,44;
27912;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27912;0;365,49;
27912;4770000;Subcuenta  4770000;02/01/2017;Concepto Asiento  27912;365,49;0;
27913;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27913;146,2;0;
27913;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27913;284,26;0;
27913;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27913;0;146,2;
27913;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27913;0;284,26;
27913;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27913;0;90,39;
27913;4770000;Subcuenta  4770000;02/01/2017;Concepto Asiento  27913;30,7;0;
27913;4770000;Subcuenta  4770000;02/01/2017;Concepto Asiento  27913;59,69;0;
27914;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27914;92,21;0;
27914;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27914;104,79;0;
27914;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27914;1.508,48;0;
27914;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27914;0;92,21;
27914;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27914;0;104,79;
27914;7000009;Subcuenta  7000009;02/01/2017;Concepto Asiento  27914;0;1.508,48;
27914;4400013;Subcuenta  4400013;02/01/2017;Concepto Asiento  27914;0;358,13;
27914;4770000;Subcuenta  4770000;02/01/2017;Concepto Asiento  27914;19,36;0;
27914;4770000;Subcuenta  4770000;02/01/2017;Concepto Asiento  27914;22,01;0;
27914;4770000;Subcuenta  4770000;02/01/2017;Concepto Asiento  27914;316,76;0;
