Asiento;SubCta;Subcuenta;Fecha;Concepto;Debe;Haber;Doc.
32208;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32208;0;2.818,07;
32209;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32209;6,19;0;
32209;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32209;0,62;0;
32209;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32209;1.481,12;0;
32209;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32209;311,04;0;
32209;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32209;0;1.798,97;
32210;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32210;3,35;0;
32210;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32210;0,34;0;
32210;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32210;1.060,23;0;
32210;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32210;222,65;0;
32210;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32210;0;1.286,57;
32211;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32211;5,95;0;
32211;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32211;0,6;0;
32211;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32211;1.359,28;0;
32211;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32211;285,45;0;
32211;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32211;0;1.651,28;
32212;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32212;849,2;0;
32212;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32212;178,34;0;
32212;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32212;0;1.027,54;
32213;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32213;3,35;0;
32213;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32213;0,34;0;
32213;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32213;1.302,10;0;
32213;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32213;273,44;0;
32213;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32213;0;1.579,23;
32214;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32214;31,33;0;
32214;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32214;3,13;0;
32214;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32214;2.478,91;0;
32214;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32214;520,57;0;
32214;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32214;0;3.033,94;
32215;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32215;19,53;0;
32215;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32215;1,95;0;
32215;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32215;1.584,17;0;
32215;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32215;332,68;0;
32215;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32215;0;1.938,33;
32216;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32216;12,12;0;
32216;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32216;1,21;0;
32216;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32216;1.165,31;0;
32216;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32216;244,72;0;
32216;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32216;0;1.423,36;
32217;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32217;3,35;0;
32217;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32217;0,34;0;
32217;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32217;760,27;0;
32217;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32217;159,66;0;
32217;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32217;0;923,62;
32218;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32218;9,79;0;
32218;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32218;0,98;0;
32218;6000000;Subcuenta  6000000;03/05/2017;Concepto Asiento  32218;1.571,34;0;
32218;4720000;Subcuenta  4720000;03/05/2017;Concepto Asiento  32218;329,98;0;
32218;4030001;Subcuenta  4030001;03/05/2017;Concepto Asiento  32218;0;1.912,09;
32533;4300003;Subcuenta  4300003;03/05/2017;Concepto Asiento  32533;0;2.544,11;
32533;5729003;Subcuenta  5729003;03/05/2017;Concepto Asiento  32533;1.152,63;0;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;5,86;0;
32533;6270002;Subcuenta  6270002;03/05/2017;Concepto Asiento  32533;10,18;0;
32533;5700003;Subcuenta  5700003;03/05/2017;Concepto Asiento  32533;1.375,44;0;
32533;4300005;Subcuenta  4300005;03/05/2017;Concepto Asiento  32533;0;2.818,07;
32533;5729005;Subcuenta  5729005;03/05/2017;Concepto Asiento  32533;954,81;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;41,5;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;1,69;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;2,7;0;
32533;6270002;Subcuenta  6270002;03/05/2017;Concepto Asiento  32533;1,93;0;
32533;5700005;Subcuenta  5700005;03/05/2017;Concepto Asiento  32533;1.818,82;0;
32533;4300006;Subcuenta  4300006;03/05/2017;Concepto Asiento  32533;0;1.798,97;
32533;5729006;Subcuenta  5729006;03/05/2017;Concepto Asiento  32533;513,51;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;59,95;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;2,55;0;
32533;5700006;Subcuenta  5700006;03/05/2017;Concepto Asiento  32533;1.342,86;0;
32533;4300016;Subcuenta  4300016;03/05/2017;Concepto Asiento  32533;0;1.938,33;
32533;5729016;Subcuenta  5729016;03/05/2017;Concepto Asiento  32533;875,07;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;27,86;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;8,97;0;
32533;5700016;Subcuenta  5700016;03/05/2017;Concepto Asiento  32533;1.082,15;0;
32533;4300018;Subcuenta  4300018;03/05/2017;Concepto Asiento  32533;0;1.423,36;
32533;5729018;Subcuenta  5729018;03/05/2017;Concepto Asiento  32533;259,67;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;14,82;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;29,19;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;3,57;0;
32533;5700018;Subcuenta  5700018;03/05/2017;Concepto Asiento  32533;1.174,49;0;
32533;4300031;Subcuenta  4300031;03/05/2017;Concepto Asiento  32533;0;923,62;
32533;5729031;Subcuenta  5729031;03/05/2017;Concepto Asiento  32533;227,58;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;39,95;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;47,95;
32533;5700031;Subcuenta  5700031;03/05/2017;Concepto Asiento  32533;704,04;0;
32533;4300104;Subcuenta  4300104;03/05/2017;Concepto Asiento  32533;0;1.286,57;
32533;5729104;Subcuenta  5729104;03/05/2017;Concepto Asiento  32533;709,11;0;
32533;5700104;Subcuenta  5700104;03/05/2017;Concepto Asiento  32533;577,46;0;
32533;4300114;Subcuenta  4300114;03/05/2017;Concepto Asiento  32533;0;1.651,28;
32533;5729114;Subcuenta  5729114;03/05/2017;Concepto Asiento  32533;913,8;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;24,85;
32533;6270002;Subcuenta  6270002;03/05/2017;Concepto Asiento  32533;10,8;0;
32533;5700114;Subcuenta  5700114;03/05/2017;Concepto Asiento  32533;751,53;0;
32533;5700115;Subcuenta  5700115;03/05/2017;Concepto Asiento  32533;0;511,53;
32533;5720601;Subcuenta  5720601;03/05/2017;Concepto Asiento  32533;511,53;0;
32533;4300115;Subcuenta  4300115;03/05/2017;Concepto Asiento  32533;0;1.027,54;
32533;5729115;Subcuenta  5729115;03/05/2017;Concepto Asiento  32533;513,58;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;19,95;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;1,99;0;
32533;5700115;Subcuenta  5700115;03/05/2017;Concepto Asiento  32533;531,92;0;
32533;5700120;Subcuenta  5700120;03/05/2017;Concepto Asiento  32533;0;927,45;
32533;5720101;Subcuenta  5720101;03/05/2017;Concepto Asiento  32533;927,45;0;
32533;4300120;Subcuenta  4300120;03/05/2017;Concepto Asiento  32533;0;1.912,09;
32533;5729120;Subcuenta  5729120;03/05/2017;Concepto Asiento  32533;1.054,37;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;17,5;0;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;0,47;0;
32533;5700120;Subcuenta  5700120;03/05/2017;Concepto Asiento  32533;839,75;0;
32533;5700122;Subcuenta  5700122;03/05/2017;Concepto Asiento  32533;0;734,34;
32533;5720101;Subcuenta  5720101;03/05/2017;Concepto Asiento  32533;734,34;0;
32533;4300122;Subcuenta  4300122;03/05/2017;Concepto Asiento  32533;0;1.579,23;
32533;5729122;Subcuenta  5729122;03/05/2017;Concepto Asiento  32533;941,96;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;105;0;
32533;6270003;Subcuenta  6270003;03/05/2017;Concepto Asiento  32533;4,59;0;
32533;5700122;Subcuenta  5700122;03/05/2017;Concepto Asiento  32533;527,68;0;
32533;4300125;Subcuenta  4300125;03/05/2017;Concepto Asiento  32533;0;3.033,94;
32533;5729125;Subcuenta  5729125;03/05/2017;Concepto Asiento  32533;1.377,37;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;19,04;0;
32533;438001;Subcuenta  438001;03/05/2017;Concepto Asiento  32533;0;21;
32533;4400001;Subcuenta  4400001;03/05/2017;Concepto Asiento  32533;2;0;
32533;6270002;Subcuenta  6270002;03/05/2017;Concepto Asiento  32533;7,67;0;
32533;5700125;Subcuenta  5700125;03/05/2017;Concepto Asiento  32533;1.648,86;0;
32818;5559001;Subcuenta  5559001;03/05/2017;Concepto Asiento  32818;1.735,00;0;
32818;5721901;Subcuenta  5721901;03/05/2017;Concepto Asiento  32818;0;1.735,00;
32819;5559001;Subcuenta  5559001;03/05/2017;Concepto Asiento  32819;0;1.735,00;
32819;5721901;Subcuenta  5721901;03/05/2017;Concepto Asiento  32819;1.735,00;0;
32819;5559001;Subcuenta  5559001;03/05/2017;Concepto Asiento  32819;0;1.735,00;
32819;5721901;Subcuenta  5721901;03/05/2017;Concepto Asiento  32819;1.735,00;0;
32853;5720601;Subcuenta  5720601;03/05/2017;Concepto Asiento  32853;0;36,79;
32853;4100139;Subcuenta  4100139;03/05/2017;Concepto Asiento  32853;36,79;0;
32853;5720601;Subcuenta  5720601;03/05/2017;Concepto Asiento  32853;0;22,99;
32853;4100085;Subcuenta  4100085;03/05/2017;Concepto Asiento  32853;22,99;0;
32914;5559001;Subcuenta  5559001;03/05/2017;Concepto Asiento  32914;1.735,00;0;
32914;7780000;Subcuenta  7780000;03/05/2017;Concepto Asiento  32914;0;1.735,00;
31932;4100115;Subcuenta  4100115;04/05/2017;Concepto Asiento  31932;5.100,00;0;
31932;4100120;Subcuenta  4100120;04/05/2017;Concepto Asiento  31932;3.630,00;0;
31932;5720601;Subcuenta  5720601;04/05/2017;Concepto Asiento  31932;0;8.730,00;
31951;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31951;0;16,75;
31951;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31951;0;1,67;
31951;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31951;0;2.242,00;
31951;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31951;0;470,82;
31951;4300003;Subcuenta  4300003;04/05/2017;Concepto Asiento  31951;2.731,24;0;
31952;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31952;0;8,14;
31952;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31952;0;0,81;
31952;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31952;0;2.128,41;
31952;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31952;0;446,97;
31952;4300005;Subcuenta  4300005;04/05/2017;Concepto Asiento  31952;2.584,33;0;
31953;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31953;0;14,99;
31953;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31953;0;1,5;
31953;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31953;0;1.527,70;
31953;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31953;0;320,82;
31953;4300006;Subcuenta  4300006;04/05/2017;Concepto Asiento  31953;1.865,01;0;
31954;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31954;0;6,13;
31954;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31954;0;0,61;
31954;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31954;0;1.750,84;
31954;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31954;0;367,67;
31954;4300104;Subcuenta  4300104;04/05/2017;Concepto Asiento  31954;2.125,25;0;
31955;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31955;0;1.247,59;
31955;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31955;0;261,99;
31955;4300114;Subcuenta  4300114;04/05/2017;Concepto Asiento  31955;1.509,58;0;
31956;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31956;0;1,81;
31956;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31956;0;0,18;
31956;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31956;0;1.113,60;
31956;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31956;0;233,85;
31956;4300115;Subcuenta  4300115;04/05/2017;Concepto Asiento  31956;1.349,44;0;
31957;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31957;0;4,14;
31957;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31957;0;0,41;
31957;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31957;0;1.789,18;
31957;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31957;0;375,72;
31957;4300120;Subcuenta  4300120;04/05/2017;Concepto Asiento  31957;2.169,45;0;
31958;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31958;0;1.373,08;
31958;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31958;0;288,34;
31958;4300122;Subcuenta  4300122;04/05/2017;Concepto Asiento  31958;1.661,42;0;
31959;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31959;0;17,09;
31959;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31959;0;1,71;
31959;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31959;0;2.077,40;
31959;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31959;0;436,25;
31959;4300125;Subcuenta  4300125;04/05/2017;Concepto Asiento  31959;2.532,45;0;
31960;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31960;0;31,26;
31960;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31960;0;3,13;
31960;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31960;0;2.048,97;
31960;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31960;0;430,29;
31960;4300016;Subcuenta  4300016;04/05/2017;Concepto Asiento  31960;2.513,65;0;
31961;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31961;0;21,51;
31961;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31961;0;2,15;
31961;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31961;0;1.584,00;
31961;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31961;0;332,64;
31961;4300018;Subcuenta  4300018;04/05/2017;Concepto Asiento  31961;1.940,30;0;
31962;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31962;0;18,74;
31962;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31962;0;1,87;
31962;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31962;0;3.212,08;
31962;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31962;0;674,53;
31962;4300024;Subcuenta  4300024;04/05/2017;Concepto Asiento  31962;3.907,22;0;
31963;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31963;0;6,17;
31963;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31963;0;0,62;
31963;7000000;Subcuenta  7000000;04/05/2017;Concepto Asiento  31963;0;959,25;
31963;4770000;Subcuenta  4770000;04/05/2017;Concepto Asiento  31963;0;201,44;
31963;4300031;Subcuenta  4300031;04/05/2017;Concepto Asiento  31963;1.167,48;0;
32219;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32219;16,75;0;
32219;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32219;1,67;0;
32219;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32219;2.242,00;0;
32219;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32219;470,82;0;
32219;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32219;0;2.731,24;
32220;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32220;8,14;0;
32220;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32220;0,81;0;
32220;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32220;2.128,41;0;
32220;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32220;446,97;0;
32220;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32220;0;2.584,33;
32221;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32221;14,99;0;
32221;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32221;1,5;0;
32221;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32221;1.527,70;0;
32221;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32221;320,82;0;
32221;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32221;0;1.865,01;
32222;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32222;6,13;0;
32222;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32222;0,61;0;
32222;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32222;1.750,84;0;
32222;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32222;367,67;0;
32222;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32222;0;2.125,25;
32223;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32223;1.247,59;0;
32223;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32223;261,99;0;
32223;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32223;0;1.509,58;
32224;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32224;1,81;0;
32224;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32224;0,18;0;
32224;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32224;1.113,60;0;
32224;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32224;233,85;0;
32224;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32224;0;1.349,44;
32225;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32225;4,14;0;
32225;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32225;0,41;0;
32225;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32225;1.789,18;0;
32225;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32225;375,72;0;
32225;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32225;0;2.169,45;
32226;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32226;1.373,08;0;
32226;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32226;288,34;0;
32226;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32226;0;1.661,42;
32227;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32227;17,09;0;
32227;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32227;1,71;0;
32227;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32227;2.077,40;0;
32227;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32227;436,25;0;
32227;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32227;0;2.532,45;
32228;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32228;31,26;0;
32228;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32228;3,13;0;
32228;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32228;2.048,97;0;
32228;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32228;430,29;0;
32228;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32228;0;2.513,65;
32229;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32229;21,51;0;
32229;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32229;2,15;0;
32229;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32229;1.584,00;0;
32229;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32229;332,64;0;
32229;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32229;0;1.940,30;
32230;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32230;18,74;0;
32230;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32230;1,87;0;
32230;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32230;3.212,08;0;
32230;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32230;674,53;0;
32230;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32230;0;3.907,22;
32231;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32231;6,17;0;
32231;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32231;0,62;0;
32231;6000000;Subcuenta  6000000;04/05/2017;Concepto Asiento  32231;959,25;0;
32231;4720000;Subcuenta  4720000;04/05/2017;Concepto Asiento  32231;201,44;0;
32231;4030001;Subcuenta  4030001;04/05/2017;Concepto Asiento  32231;0;1.167,48;
32534;5700003;Subcuenta  5700003;04/05/2017;Concepto Asiento  32534;0;1.375,44;
32534;5721901;Subcuenta  5721901;04/05/2017;Concepto Asiento  32534;1.375,44;0;
32534;4300003;Subcuenta  4300003;04/05/2017;Concepto Asiento  32534;0;2.731,24;
32534;5729003;Subcuenta  5729003;04/05/2017;Concepto Asiento  32534;1.104,11;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;63;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;0;13;
32534;6270003;Subcuenta  6270003;04/05/2017;Concepto Asiento  32534;35,82;0;
32534;6270002;Subcuenta  6270002;04/05/2017;Concepto Asiento  32534;2,05;0;
32534;5700003;Subcuenta  5700003;04/05/2017;Concepto Asiento  32534;1.539,26;0;
32534;5700005;Subcuenta  5700005;04/05/2017;Concepto Asiento  32534;0;1.818,82;
32534;5720501;Subcuenta  5720501;04/05/2017;Concepto Asiento  32534;1.818,82;0;
32534;4300005;Subcuenta  4300005;04/05/2017;Concepto Asiento  32534;0;2.584,33;
32534;5729005;Subcuenta  5729005;04/05/2017;Concepto Asiento  32534;627,27;0;
32534;6270003;Subcuenta  6270003;04/05/2017;Concepto Asiento  32534;20,38;0;
32534;5700005;Subcuenta  5700005;04/05/2017;Concepto Asiento  32534;1.936,68;0;
32534;5700006;Subcuenta  5700006;04/05/2017;Concepto Asiento  32534;0;1.342,86;
32534;5721201;Subcuenta  5721201;04/05/2017;Concepto Asiento  32534;1.342,86;0;
32534;4300006;Subcuenta  4300006;04/05/2017;Concepto Asiento  32534;0;1.865,01;
32534;5729006;Subcuenta  5729006;04/05/2017;Concepto Asiento  32534;586,94;0;
32534;6270003;Subcuenta  6270003;04/05/2017;Concepto Asiento  32534;2,47;0;
32534;5700006;Subcuenta  5700006;04/05/2017;Concepto Asiento  32534;1.275,60;0;
32534;5700016;Subcuenta  5700016;04/05/2017;Concepto Asiento  32534;0;1.082,15;
32534;5720601;Subcuenta  5720601;04/05/2017;Concepto Asiento  32534;1.082,15;0;
32534;4300016;Subcuenta  4300016;04/05/2017;Concepto Asiento  32534;0;2.513,65;
32534;5729016;Subcuenta  5729016;04/05/2017;Concepto Asiento  32534;964,01;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;0;11,8;
32534;6270002;Subcuenta  6270002;04/05/2017;Concepto Asiento  32534;1,5;0;
32534;5700016;Subcuenta  5700016;04/05/2017;Concepto Asiento  32534;1.559,94;0;
32534;5700018;Subcuenta  5700018;04/05/2017;Concepto Asiento  32534;0;1.174,49;
32534;5720601;Subcuenta  5720601;04/05/2017;Concepto Asiento  32534;1.174,49;0;
32534;4300018;Subcuenta  4300018;04/05/2017;Concepto Asiento  32534;0;1.940,30;
32534;5729018;Subcuenta  5729018;04/05/2017;Concepto Asiento  32534;676,4;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;0;47,5;
32534;6270003;Subcuenta  6270003;04/05/2017;Concepto Asiento  32534;3,93;0;
32534;5700018;Subcuenta  5700018;04/05/2017;Concepto Asiento  32534;1.307,47;0;
32534;4300024;Subcuenta  4300024;04/05/2017;Concepto Asiento  32534;0;3.907,22;
32534;5729024;Subcuenta  5729024;04/05/2017;Concepto Asiento  32534;1.331,71;0;
32534;5700024;Subcuenta  5700024;04/05/2017;Concepto Asiento  32534;2.575,51;0;
32534;5700031;Subcuenta  5700031;04/05/2017;Concepto Asiento  32534;0;704,04;
32534;5720601;Subcuenta  5720601;04/05/2017;Concepto Asiento  32534;704,04;0;
32534;4300031;Subcuenta  4300031;04/05/2017;Concepto Asiento  32534;0;1.167,48;
32534;5729031;Subcuenta  5729031;04/05/2017;Concepto Asiento  32534;310,89;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;18,06;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;0;35,95;
32534;6270003;Subcuenta  6270003;04/05/2017;Concepto Asiento  32534;3,28;0;
32534;5700031;Subcuenta  5700031;04/05/2017;Concepto Asiento  32534;871,2;0;
32534;5700104;Subcuenta  5700104;04/05/2017;Concepto Asiento  32534;0;577,46;
32534;5720101;Subcuenta  5720101;04/05/2017;Concepto Asiento  32534;577,46;0;
32534;4300104;Subcuenta  4300104;04/05/2017;Concepto Asiento  32534;0;2.125,25;
32534;5729104;Subcuenta  5729104;04/05/2017;Concepto Asiento  32534;1.197,00;0;
32534;438001;Subcuenta  438001;04/05/2017;Concepto Asiento  32534;2,39;0;
32534;6270002;Subcuenta  6270002;04/05/2017;Concepto Asiento  32534;3,67;0;
32534;5700104;Subcuenta  5700104;04/05/2017;Concepto Asiento  32534;922,19;0;
32534;5700114;Subcuenta  5700114;04/05/2017;Concepto Asiento  32534;0;751,53;
32534;5721901;Subcuenta  5721901;04/05/2017;Concepto Asiento  32534;751,53;0;
32534;4300114;Subcuenta  4300114;04/05/2017;Concepto Asiento  32534;0;1.509,58;
32534;5729114;Subcuenta  5729114;04/05/2017;Concepto Asiento  32534;913,25;0;
